Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
25,Travel_Rarely,1154,Human Resources,24,2,Other,1,4,Female,81,3,Healthcare Representative,2,Divorced,3895,21404,6,No,12,3,3,80,13,6,2,8,5,8,No
19,Travel_Frequently,657,Research & Development,13,3,Marketing,1,3,Female,54,1,Sales Executive,2,Married,5614,6520,6,Yes,16,3,1,80,23,3,3,11,5,4,No
59,Travel_Frequently,173,Sales,13,3,Technical Degree,1,3,Female,59,3,Sales Representative,1,Married,2431,18368,8,Yes,18,3,1,80,9,2,3,12,3,6,No
41,Travel_Rarely,951,Research & Development,11,3,Medical,1,2,Male,78,2,Sales Executive,3,Single,9758,10390,7,Yes,13,3,3,80,27,2,2,2,8,4,No
39,Travel_Rarely,347,Sales,12,1,Medical,1,2,Female,90,4,Research Director,3,Single,8141,4762,0,Yes,13,3,4,80,26,1,2,14,9,0,No
36,Travel_Rarely,1227,Research & Development,7,4,Other,1,3,Female,84,1,Human Resources,3,Single,6767,19971,8,Yes,16,3,1,80,28,4,1,7,2,10,No
35,Travel_Frequently,599,Human Resources,14,2,Other,1,3,Male,50,3,Sales Executive,2,Single,4429,9927,9,No,19,4,1,80,24,0,3,0,8,0,No
32,Travel_Frequently,1159,Sales,7,1,Medical,1,3,Female,44,2,Research Director,1,Single,17008,14192,2,No,11,3,4,80,17,3,4,3,6,3,Yes
55,Travel_Rarely,602,Sales,10,4,Marketing,1,3,Female,95,2,Research Director,1,Married,14897,9667,2,Yes,11,3,3,80,11,0,3,1,6,3,No
48,Travel_Rarely,401,Sales,1,1,Marketing,1,2,Female,45,2,Sales Representative,2,Married,11977,13425,5,Yes,14,4,4,80,2,1,2,3,5,7,Yes
34,Travel_Frequently,465,Research & Development,24,3,Life Sciences,1,3,Female,71,1,Manufacturing Director,1,Married,15153,10710,7,Yes,19,3,2,80,1,2,2,6,7,5,No
36,Travel_Rarely,797,Human Resources,24,1,Medical,1,1,Female,35,3,Sales Executive,1,Married,16708,10889,6,Yes,18,3,2,80,11,0,1,1,6,2,No
52,Non-Travel,942,Sales,14,1,Life Sciences,1,2,Female,90,3,Research Director,1,Married,3885,24130,2,No,17,4,1,80,17,5,1,3,5,6,Yes
20,Travel_Frequently,1177,Research & Development,22,2,Technical Degree,1,2,Female,49,1,Research Scientist,1,Single,10138,23242,8,Yes,13,3,4,80,14,3,3,3,5,3,No
48,Travel_Rarely,459,Research & Development,16,2,Other,1,2,Female,87,1,Sales Executive,2,Married,7270,7954,7,No,18,3,2,80,21,3,3,6,5,4,No
20,Travel_Frequently,173,Sales,18,3,Marketing,1,1,Female,61,2,Sales Executive,3,Married,8349,15012,9,Yes,12,3,4,80,12,5,4,0,6,5,Yes
21,Travel_Rarely,154,Sales,17,3,Other,1,1,Female,37,2,Human Resources,1,Single,15022,23301,6,Yes,13,4,1,80,20,6,1,2,2,7,No
20,Travel_Rarely,1208,Sales,11,2,Other,1,2,Female,67,3,Research Scientist,4,Married,13093,21157,6,Yes,23,4,2,80,29,3,4,1,11,11,No
46,Travel_Rarely,947,Sales,24,3,Marketing,1,2,Female,69,3,Sales Representative,1,Divorced,15263,17284,5,Yes,18,4,4,80,1,1,3,4,5,0,No
52,Travel_Frequently,171,Sales,4,3,Other,1,2,Male,99,2,Healthcare Representative,3,Single,4533,22067,8,Yes,16,3,3,80,6,3,3,7,6,0,Yes
41,Travel_Rarely,796,Sales,6,4,Life Sciences,1,3,Female,56,2,Research Director,1,Single,16321,8532,2,Yes,16,3,3,80,16,0,1,2,6,7,No
23,Travel_Rarely,977,Sales,24,2,Other,1,4,Female,70,2,Manufacturing Director,1,Single,3819,20475,7,Yes,12,3,1,80,25,4,3,0,9,3,No
42,Travel_Frequently,234,Sales,9,1,Life Sciences,1,1,Female,63,1,Human Resources,3,Single,11706,15833,2,Yes,14,3,1,80,8,4,3,1,11,6,Yes
23,Travel_Rarely,279,Human Resources,19,1,Human Resources,1,1,Female,33,1,Human Resources,1,Single,16246,13680,0,Yes,12,3,2,80,6,2,3,11,5,6,No
50,Travel_Rarely,439,Sales,21,2,Marketing,1,1,Female,84,2,Manufacturing Director,4,Married,3076,9265,7,Yes,14,3,3,80,23,5,2,4,5,1,No
44,Travel_Frequently,1017,Sales,16,4,Life Sciences,1,4,Female,73,3,Research Director,2,Single,9979,21367,0,Yes,14,4,4,80,4,0,3,9,7,7,No
38,Travel_Rarely,305,Sales,3,3,Marketing,1,1,Male,42,2,Sales Representative,2,Single,2586,6827,6,No,16,3,1,80,3,3,3,0,4,10,No
32,Travel_Rarely,1302,Research & Development,12,4,Medical,1,1,Female,68,1,Sales Executive,2,Divorced,3573,16385,8,Yes,20,3,2,80,17,1,1,5,8,0,No
32,Travel_Rarely,1111,Human Resources,28,2,Medical,1,1,Female,71,3,Sales Executive,1,Single,6159,11681,6,Yes,11,3,1,80,19,2,3,2,5,4,No
59,Travel_Frequently,220,Sales,7,1,Life Sciences,1,3,Female,41,3,Research Scientist,1,Single,3532,5460,7,No,12,3,1,80,20,1,3,6,6,8,Yes
54,Travel_Frequently,658,Sales,10,1,Life Sciences,1,2,Female,47,3,Sales Executive,3,Single,8854,19794,7,No,16,4,2,80,22,4,4,1,5,6,No
52,Non-Travel,841,Sales,11,2,Life Sciences,1,1,Female,60,3,Manager,1,Single,4435,16415,8,Yes,17,4,2,80,29,4,1,2,2,0,No
37,Non-Travel,572,Research & Development,13,2,Other,1,1,Female,67,1,Research Scientist,4,Single,15130,11250,7,Yes,16,3,4,80,10,3,3,4,6,7,No
34,Non-Travel,826,Human Resources,23,1,Other,1,3,Female,66,3,Research Director,3,Single,10430,8884,4,Yes,25,3,2,80,25,2,2,6,10,7,No
40,Travel_Frequently,593,Research & Development,9,4,Medical,1,2,Female,88,3,Research Director,3,Single,13499,13782,9,Yes,17,3,3,80,20,3,2,7,2,13,No
44,Non-Travel,893,Research & Development,13,1,Medical,1,4,Female,52,3,Research Scientist,1,Single,2424,14950,6,Yes,14,3,1,80,21,0,1,11,9,1,Yes
31,Travel_Rarely,339,Research & Development,5,3,Life Sciences,1,1,Female,96,3,Research Director,3,Single,6851,19872,7,Yes,16,3,1,80,24,2,2,4,3,0,No
41,Non-Travel,1335,Sales,3,3,Other,1,1,Female,59,1,Manager,3,Single,8593,7900,6,Yes,14,4,1,80,10,3,3,1,4,3,No
25,Travel_Rarely,1420,Sales,18,3,Other,1,3,Female,30,1,Research Scientist,1,Married,5781,15194,8,Yes,14,4,1,80,17,3,1,1,5,6,No
30,Travel_Frequently,1208,Research & Development,3,1,Marketing,1,1,Female,53,2,Research Director,1,Married,4474,22994,3,No,23,3,2,80,18,0,3,2,6,4,Yes
33,Travel_Frequently,311,Sales,22,4,Other,1,1,Male,85,4,Sales Executive,4,Single,4880,24658,8,Yes,14,4,4,80,14,2,2,7,7,10,No
25,Travel_Rarely,430,Sales,20,2,Life Sciences,1,1,Male,74,1,Laboratory Technician,3,Single,9275,20827,6,Yes,23,3,3,80,21,0,2,6,5,6,No
38,Travel_Frequently,1448,Sales,11,1,Marketing,1,2,Male,100,1,Research Scientist,1,Single,8807,22723,6,Yes,12,3,3,80,29,3,2,7,10,0,No
35,Travel_Rarely,589,Human Resources,15,4,Medical,1,2,Female,63,2,Research Director,2,Single,4088,9353,3,Yes,21,4,1,80,22,6,2,3,8,3,Yes
24,Travel_Rarely,381,Sales,5,3,Marketing,1,2,Female,59,3,Research Director,2,Married,2182,22453,8,Yes,12,3,3,80,20,0,2,0,4,0,No
33,Travel_Rarely,458,Sales,16,2,Other,1,1,Female,70,2,Manager,4,Single,9583,5198,5,Yes,22,3,3,80,11,5,2,0,6,0,No
43,Travel_Frequently,616,Human Resources,15,2,Other,1,1,Female,39,2,Manufacturing Director,2,Single,4013,18172,8,Yes,11,3,2,80,14,5,2,5,7,1,No
33,Travel_Frequently,970,Sales,12,1,Life Sciences,1,2,Male,55,1,Research Director,3,Single,6707,4188,1,Yes,24,4,3,80,23,2,2,4,5,6,No
41,Travel_Rarely,1174,Sales,10,5,Life Sciences,1,3,Female,44,3,Healthcare Representative,2,Divorced,6631,5039,9,Yes,23,3,1,80,16,0,4,0,4,4,No
19,Travel_Rarely,339,Sales,17,4,Life Sciences,1,2,Female,34,1,Research Director,3,Single,9386,12089,3,Yes,11,4,1,80,12,0,1,6,6,4,No
32,Travel_Frequently,740,Research & Development,10,4,Marketing,1,3,Female,95,1,Human Resources,2,Married,15022,16342,2,Yes,16,3,2,80,27,1,3,3,9,4,Yes
25,Travel_Frequently,780,Human Resources,6,3,Other,1,1,Female,41,3,Sales Executive,3,Single,14586,12040,7,No,11,4,2,80,23,4,2,5,11,5,Yes
47,Travel_Rarely,1108,Research & Development,23,1,Medical,1,4,Female,31,4,Research Director,2,Married,7940,7827,0,No,15,4,4,80,6,0,3,5,6,7,No
34,Travel_Rarely,787,Sales,22,1,Life Sciences,1,2,Female,44,3,Sales Executive,1,Divorced,5507,17922,6,Yes,16,3,1,80,2,1,3,4,6,5,No
57,Travel_Rarely,1244,Human Resources,29,3,Other,1,2,Female,79,2,Manager,1,Single,4133,22792,8,Yes,17,3,1,80,28,0,2,0,2,2,No
32,Travel_Frequently,672,Sales,22,4,Life Sciences,1,1,Female,92,2,Laboratory Technician,3,Single,12166,20972,7,No,20,3,4,80,19,5,3,4,5,7,No
33,Travel_Rarely,194,Sales,23,4,Technical Degree,1,3,Female,88,3,Laboratory Technician,1,Single,8384,4163,6,Yes,19,4,2,80,19,2,3,0,10,10,No
35,Travel_Rarely,632,Research & Development,8,2,Other,1,1,Female,83,1,Healthcare Representative,2,Married,15535,16780,7,Yes,17,4,4,80,3,0,3,6,5,0,No
39,Travel_Frequently,1344,Research & Development,15,4,Marketing,1,1,Female,99,3,Sales Executive,3,Divorced,8796,4718,7,Yes,17,3,3,80,10,4,4,13,7,6,Yes
36,Travel_Rarely,1197,Sales,8,3,Life Sciences,1,1,Male,88,1,Research Director,2,Married,4328,13153,1,No,17,3,2,80,5,1,2,8,6,2,No
44,Travel_Rarely,969,Sales,12,4,Life Sciences,1,3,Female,80,2,Research Scientist,1,Married,5696,17992,8,No,15,3,1,80,14,0,2,0,7,1,No
34,Travel_Rarely,1257,Sales,3,4,Human Resources,1,3,Female,62,3,Healthcare Representative,2,Single,5367,16981,7,No,12,4,3,80,13,0,4,1,5,3,No
35,Non-Travel,830,Research & Development,16,5,Medical,1,3,Male,53,3,Sales Executive,3,Single,15864,18470,7,Yes,25,4,4,80,30,0,4,0,8,4,No
53,Non-Travel,289,Sales,1,1,Marketing,1,3,Female,78,1,Research Director,1,Single,7228,24517,0,Yes,17,3,1,80,17,2,3,0,5,5,No
32,Travel_Rarely,245,Sales,11,2,Life Sciences,1,2,Female,72,3,Sales Representative,1,Single,9843,23779,4,No,15,3,4,80,29,0,2,2,7,5,No
37,Non-Travel,1275,Research & Development,20,5,Technical Degree,1,3,Female,53,3,Research Director,4,Single,2430,11153,2,Yes,12,3,3,80,26,2,1,2,6,5,No
36,Travel_Rarely,700,Sales,28,3,Technical Degree,1,1,Male,43,3,Manufacturing Director,1,Single,3936,24776,6,Yes,15,3,3,80,19,2,2,7,12,4,No
48,Travel_Rarely,132,Human Resources,18,3,Other,1,2,Female,65,3,Research Scientist,1,Single,16255,16698,7,No,18,3,3,80,13,0,3,4,6,6,No
55,Non-Travel,441,Sales,16,3,Human Resources,1,3,Female,53,3,Research Scientist,3,Married,3122,5418,7,Yes,16,3,4,80,27,1,2,5,6,4,Yes
44,Travel_Rarely,718,Research & Development,19,3,Other,1,2,Male,39,1,Human Resources,2,Married,14925,11501,4,Yes,17,3,1,80,4,0,2,2,5,6,No
38,Travel_Rarely,1459,Sales,4,2,Other,1,1,Male,87,3,Research Director,2,Divorced,14859,24628,0,Yes,13,3,3,80,24,1,3,4,5,10,Yes
51,Travel_Rarely,1377,Human Resources,15,2,Other,1,1,Female,48,4,Sales Representative,3,Single,12735,10884,2,Yes,11,3,1,80,30,0,2,6,12,6,No
27,Travel_Rarely,1318,Sales,7,3,Life Sciences,1,1,Male,32,4,Manager,2,Single,15449,12636,8,Yes,15,4,1,80,30,0,3,3,3,8,No
34,Travel_Rarely,1203,Human Resources,2,3,Medical,1,4,Female,95,4,Sales Representative,2,Married,5135,15173,7,No,17,3,3,80,5,0,1,3,3,5,No
37,Travel_Rarely,158,Human Resources,1,4,Other,1,2,Female,33,1,Manager,3,Single,10379,15169,5,Yes,14,3,2,80,27,5,2,5,8,1,No
20,Travel_Rarely,440,Research & Development,15,1,Human Resources,1,1,Female,67,4,Research Scientist,3,Divorced,11113,15349,7,Yes,11,4,4,80,15,3,1,7,7,5,No
34,Travel_Rarely,1274,Human Resources,1,2,Technical Degree,1,3,Female,68,1,Sales Executive,1,Married,11337,11166,7,Yes,16,3,3,80,17,4,3,5,6,8,No
45,Travel_Rarely,1064,Research & Development,20,5,Marketing,1,1,Female,59,3,Sales Representative,2,Single,16152,16921,6,Yes,16,3,2,80,25,4,3,2,3,2,Yes
30,Travel_Rarely,818,Research & Development,5,1,Technical Degree,1,2,Female,51,3,Research Director,1,Single,2632,19595,7,Yes,13,3,3,80,11,3,1,0,4,0,Yes
51,Travel_Rarely,559,Sales,27,1,Life Sciences,1,2,Male,39,1,Human Resources,1,Single,10687,19454,3,Yes,15,4,3,80,22,5,2,1,5,0,No
47,Travel_Rarely,1266,Sales,7,1,Marketing,1,2,Female,43,1,Research Director,2,Single,12828,6311,4,Yes,20,4,3,80,14,0,2,9,10,4,Yes
34,Travel_Frequently,491,Research & Development,20,4,Technical Degree,1,1,Female,80,1,Sales Representative,3,Married,12783,11389,0,No,16,3,3,80,18,1,1,8,6,2,No
59,Travel_Rarely,534,Sales,21,1,Life Sciences,1,3,Female,95,2,Sales Executive,1,Single,13002,11275,6,Yes,13,3,2,80,19,5,2,8,12,1,No
54,Travel_Rarely,584,Research & Development,29,2,Other,1,3,Male,82,4,Manufacturing Director,1,Divorced,9000,7334,7,Yes,13,3,2,80,7,0,3,10,6,7,No
41,Travel_Rarely,669,Sales,2,3,Marketing,1,1,Female,47,4,Sales Representative,1,Divorced,16544,11748,8,Yes,16,3,3,80,16,3,4,2,3,12,Yes
25,Travel_Rarely,855,Human Resources,3,4,Medical,1,2,Female,44,2,Sales Representative,1,Married,16795,7222,5,Yes,17,3,1,80,9,1,2,1,9,6,No
21,Travel_Rarely,1207,Sales,15,5,Human Resources,1,3,Female,58,3,Manufacturing Director,1,Single,4063,17649,6,Yes,22,4,4,80,29,2,1,1,9,4,No
50,Travel_Frequently,266,Sales,12,2,Life Sciences,1,3,Male,44,1,Sales Executive,3,Married,2655,8071,7,No,14,4,3,80,26,3,2,10,6,1,No
25,Travel_Rarely,1242,Sales,29,3,Marketing,1,1,Female,57,1,Sales Representative,2,Single,2785,19244,4,Yes,13,3,1,80,22,5,1,10,7,6,Yes
31,Travel_Rarely,407,Sales,1,3,Medical,1,3,Female,55,2,Sales Representative,2,Single,11383,13291,5,Yes,11,3,1,80,5,2,2,7,5,7,No
32,Travel_Frequently,754,Sales,4,4,Human Resources,1,3,Male,71,1,Healthcare Representative,2,Married,4838,7527,6,No,15,3,2,80,11,4,3,4,6,3,No
19,Travel_Frequently,677,Research & Development,12,1,Life Sciences,1,3,Female,85,2,Sales Executive,2,Single,4657,16317,7,Yes,14,3,4,80,23,2,4,2,12,3,No
33,Travel_Frequently,964,Sales,7,2,Life Sciences,1,2,Female,67,2,Sales Executive,3,Single,12340,24830,8,No,11,3,3,80,20,0,3,9,6,2,No
45,Travel_Rarely,467,Sales,23,3,Life Sciences,1,2,Female,44,1,Sales Executive,1,Single,7719,18310,7,Yes,12,3,4,80,15,0,3,1,12,2,Yes
40,Travel_Rarely,884,Sales,18,4,Marketing,1,3,Female,75,1,Manufacturing Director,1,Divorced,6908,19326,7,Yes,25,3,3,80,1,2,3,11,6,4,No
21,Travel_Frequently,1444,Sales,9,4,Other,1,2,Male,54,4,Healthcare Representative,2,Single,12971,24645,6,Yes,19,4,3,80,1,4,1,0,12,7,No
34,Travel_Frequently,956,Sales,1,5,Marketing,1,1,Female,63,2,Sales Executive,1,Married,3440,23034,9,Yes,20,3,3,80,25,2,1,1,5,6,No
27,Travel_Frequently,1131,Research & Development,10,3,Other,1,1,Female,44,3,Research Scientist,3,Single,11593,15855,6,Yes,12,4,2,80,14,2,2,1,6,1,No
35,Travel_Rarely,1298,Sales,18,3,Marketing,1,1,Female,55,3,Sales Representative,3,Single,9890,15822,0,No,17,3,3,80,18,1,4,8,6,2,No
44,Travel_Rarely,499,Sales,8,2,Marketing,1,1,Female,53,3,Laboratory Technician,1,Single,11324,18011,9,Yes,13,3,3,80,14,6,2,4,7,2,No
45,Travel_Rarely,474,Sales,3,3,Technical Degree,1,4,Male,60,3,Manager,2,Divorced,8290,3213,6,Yes,20,3,1,80,16,5,1,0,4,2,No
41,Travel_Frequently,1416,Research & Development,16,4,Life Sciences,1,2,Female,68,3,Healthcare Representative,3,Married,12586,19229,6,Yes,13,3,2,80,13,1,1,6,12,0,Yes
36,Travel_Rarely,603,Sales,5,3,Marketing,1,2,Female,76,2,Research Scientist,1,Married,6206,22385,8,No,11,3,3,80,23,3,2,3,12,6,No
47,Travel_Rarely,310,Sales,13,2,Technical Degree,1,3,Female,75,2,Manager,1,Married,10419,8840,6,Yes,12,3,2,80,23,0,2,0,3,9,No
44,Travel_Frequently,835,Research & Development,14,3,Technical Degree,1,3,Female,65,4,Manufacturing Director,2,Married,12219,9148,6,Yes,13,3,1,80,5,5,1,14,6,9,Yes
57,Travel_Rarely,842,Sales,9,4,Other,1,2,Female,73,2,Research Director,2,Married,14712,3985,4,Yes,21,3,2,80,10,4,2,8,6,2,No
36,Travel_Rarely,1030,Research & Development,20,2,Other,1,2,Female,30,3,Research Director,3,Married,2499,10764,2,Yes,17,4,2,80,15,0,1,6,6,9,No
20,Travel_Rarely,893,Research & Development,7,3,Life Sciences,1,3,Female,36,3,Manufacturing Director,4,Single,11291,20429,7,Yes,11,3,1,80,25,4,4,9,7,8,No
44,Travel_Frequently,784,Sales,8,1,Marketing,1,2,Female,68,3,Research Scientist,1,Single,10507,3752,6,Yes,19,3,1,80,24,6,2,11,5,6,No
34,Travel_Rarely,217,Sales,11,5,Marketing,1,3,Female,54,2,Manufacturing Director,3,Married,3142,18564,9,Yes,19,3,4,80,22,0,1,1,7,4,No
23,Non-Travel,1292,Research & Development,5,3,Life Sciences,1,2,Female,56,3,Laboratory Technician,1,Single,6037,17090,6,Yes,17,3,2,80,24,0,1,3,6,3,No
47,Travel_Rarely,656,Sales,16,2,Life Sciences,1,2,Male,38,1,Research Scientist,1,Single,13513,8932,7,Yes,19,3,2,80,4,0,2,3,6,7,No
33,Travel_Rarely,550,Research & Development,20,5,Human Resources,1,4,Female,66,1,Manufacturing Director,2,Single,12211,10970,6,Yes,15,3,3,80,15,2,3,0,12,6,No
36,Travel_Rarely,1112,Sales,24,2,Life Sciences,1,1,Male,80,3,Sales Executive,4,Single,8039,10484,9,No,11,3,4,80,15,1,3,4,9,8,No
41,Travel_Rarely,300,Research & Development,13,2,Life Sciences,1,4,Female,42,3,Research Scientist,2,Married,11545,21303,6,Yes,22,3,2,80,26,4,2,2,5,6,No
34,Travel_Frequently,282,Sales,28,3,Other,1,3,Female,69,2,Research Scientist,3,Married,4412,5081,9,Yes,13,3,3,80,1,2,3,7,6,9,No
47,Travel_Rarely,526,Sales,12,4,Technical Degree,1,3,Female,92,1,Laboratory Technician,1,Single,13126,8717,8,No,14,3,1,80,5,3,1,0,7,6,No
52,Travel_Rarely,375,Research & Development,22,2,Marketing,1,4,Female,66,4,Manager,3,Married,2379,4001,5,Yes,14,4,2,80,14,5,4,5,6,7,No
33,Travel_Frequently,1177,Sales,3,2,Marketing,1,1,Female,89,2,Research Director,3,Single,5963,8864,0,Yes,16,3,3,80,18,5,3,5,7,2,No
30,Travel_Rarely,780,Sales,11,4,Marketing,1,1,Female,98,2,Sales Representative,3,Married,12158,16024,4,No,14,3,3,80,15,1,2,12,6,2,Yes
58,Travel_Rarely,643,Sales,17,2,Medical,1,1,Female,76,2,Sales Executive,2,Married,3539,23458,7,Yes,19,3,2,80,19,1,3,4,10,1,No
36,Travel_Rarely,1361,Human Resources,5,2,Technical Degree,1,2,Female,36,1,Manufacturing Director,1,Married,6163,15930,6,Yes,22,3,4,80,18,3,2,3,6,8,No
42,Travel_Frequently,1018,Sales,1,1,Technical Degree,1,1,Female,89,3,Sales Executive,1,Single,12318,15983,8,Yes,18,3,1,80,5,5,2,7,6,6,No
49,Travel_Rarely,947,Research & Development,11,3,Human Resources,1,4,Female,84,2,Sales Executive,1,Divorced,13018,11642,9,Yes,16,3,2,80,9,4,3,7,6,4,No
31,Travel_Frequently,1386,Research & Development,21,1,Life Sciences,1,1,Female,74,3,Sales Representative,1,Married,5213,7996,0,Yes,14,3,2,80,26,1,3,0,6,0,No
42,Travel_Frequently,545,Research & Development,15,1,Life Sciences,1,2,Female,47,4,Research Director,1,Single,9355,6458,4,Yes,14,3,2,80,1,3,1,0,7,4,No
44,Travel_Rarely,1426,Research & Development,15,1,Life Sciences,1,3,Female,88,2,Sales Executive,4,Married,15338,13222,8,Yes,17,3,2,80,27,3,3,1,10,3,No
31,Travel_Frequently,1174,Sales,10,5,Other,1,3,Female,84,2,Manager,3,Married,4088,13705,7,Yes,17,3,4,80,19,0,3,2,3,4,Yes
52,Travel_Rarely,1292,Human Resources,22,2,Technical Degree,1,1,Male,70,3,Research Director,3,Single,13595,15052,1,No,15,4,2,80,8,1,1,6,12,0,No
29,Travel_Rarely,476,Human Resources,12,2,Other,1,2,Female,54,2,Research Director,3,Single,6061,9241,3,Yes,16,4,3,80,17,0,1,1,9,3,No
26,Travel_Rarely,1185,Research & Development,4,2,Life Sciences,1,4,Female,56,2,Manager,2,Single,4818,18091,6,No,19,4,3,80,3,5,3,6,4,2,No
49,Travel_Rarely,272,Sales,6,3,Marketing,1,1,Male,78,2,Research Scientist,2,Divorced,9763,17634,6,Yes,17,4,2,80,19,1,3,2,6,1,No
24,Travel_Rarely,802,Sales,20,3,Technical Degree,1,4,Male,40,3,Research Director,1,Single,11338,12129,1,Yes,11,3,2,80,15,1,3,7,5,6,No
43,Travel_Rarely,448,Sales,21,1,Other,1,1,Male,62,4,Sales Executive,2,Divorced,13549,12930,6,Yes,14,3,1,80,6,0,2,4,8,9,No
39,Travel_Rarely,827,Research & Development,11,1,Marketing,1,1,Female,91,2,Sales Representative,4,Single,13718,10937,9,Yes,12,3,1,80,14,6,4,1,2,10,No
56,Travel_Rarely,349,Research & Development,6,1,Life Sciences,1,1,Female,49,3,Research Director,3,Single,8380,23512,0,No,18,3,1,80,11,0,1,10,7,4,Yes
43,Travel_Frequently,818,Research & Development,16,1,Life Sciences,1,4,Male,79,2,Laboratory Technician,2,Single,3566,15836,6,Yes,11,3,3,80,17,2,3,0,6,4,No
43,Travel_Rarely,308,Sales,23,2,Marketing,1,3,Female,53,3,Laboratory Technician,1,Divorced,10886,24287,7,No,19,3,2,80,3,1,1,5,6,5,No
56,Non-Travel,1247,Research & Development,7,2,Other,1,1,Male,32,3,Sales Representative,1,Single,8842,10949,9,Yes,14,3,3,80,4,6,3,0,3,2,Yes
44,Travel_Rarely,251,Research & Development,9,1,Other,1,1,Female,97,3,Sales Executive,2,Married,7365,10953,6,No,24,4,3,80,17,4,1,0,10,7,Yes
30,Travel_Frequently,182,Sales,12,4,Life Sciences,1,1,Female,85,2,Sales Representative,3,Single,7316,6629,1,Yes,11,3,4,80,17,0,2,5,7,8,No
45,Travel_Frequently,861,Sales,4,4,Other,1,4,Female,91,3,Manager,3,Single,6472,11022,8,Yes,11,3,3,80,9,3,3,7,4,0,No
36,Travel_Rarely,598,Sales,4,2,Life Sciences,1,2,Female,52,1,Sales Executive,2,Divorced,4606,12896,9,Yes,12,3,3,80,25,0,2,8,8,3,No
30,Travel_Frequently,477,Human Resources,10,5,Medical,1,1,Female,70,3,Laboratory Technician,2,Single,2562,9485,6,Yes,13,3,1,80,19,0,2,4,8,1,No
31,Travel_Frequently,592,Human Resources,8,4,Other,1,3,Male,63,4,Sales Representative,1,Single,6159,3845,5,Yes,11,3,3,80,25,5,3,8,5,0,No
32,Non-Travel,724,Sales,3,4,Marketing,1,1,Female,92,2,Human Resources,1,Married,13847,19375,4,Yes,13,3,3,80,7,5,2,4,8,5,No
33,Travel_Rarely,724,Human Resources,2,2,Life Sciences,1,4,Female,74,3,Human Resources,2,Divorced,15639,20448,5,No,13,3,3,80,9,3,3,0,12,0,No
25,Non-Travel,728,Research & Development,16,4,Other,1,1,Female,73,3,Research Scientist,1,Married,13940,13038,8,Yes,11,4,1,80,7,0,1,5,5,5,No
24,Non-Travel,1226,Research & Development,8,5,Medical,1,1,Male,67,2,Research Director,3,Divorced,4646,10298,3,Yes,11,3,2,80,3,0,2,2,7,11,No
26,Travel_Rarely,338,Research & Development,15,4,Medical,1,2,Female,74,1,Laboratory Technician,2,Married,3432,3358,7,Yes,17,3,3,80,17,1,3,0,8,1,No
42,Non-Travel,255,Sales,6,3,Medical,1,3,Female,93,4,Sales Executive,3,Single,10891,13497,9,Yes,14,4,3,80,25,2,2,0,5,6,No
32,Travel_Rarely,629,Sales,8,4,Technical Degree,1,3,Female,81,2,Sales Representative,2,Single,2697,18900,5,Yes,20,3,1,80,26,5,1,6,8,0,No
33,Travel_Rarely,516,Human Resources,10,4,Technical Degree,1,3,Female,39,4,Manufacturing Director,3,Single,4342,3903,6,Yes,15,4,2,80,30,3,4,0,6,0,No
37,Travel_Rarely,1094,Sales,23,2,Other,1,1,Female,70,3,Sales Representative,3,Single,14442,16470,4,Yes,16,3,1,80,16,5,1,8,6,6,No
34,Travel_Frequently,237,Sales,13,2,Life Sciences,1,1,Female,79,3,Manager,1,Single,13999,19967,6,No,19,3,1,80,5,3,4,5,3,5,No
38,Travel_Rarely,632,Sales,17,2,Life Sciences,1,4,Female,50,2,Human Resources,4,Married,6005,24989,4,Yes,24,4,1,80,23,4,1,0,6,0,No
19,Travel_Frequently,223,Sales,13,3,Marketing,1,1,Female,76,4,Research Director,3,Single,9179,16082,3,Yes,18,3,2,80,1,4,1,0,5,9,No
45,Travel_Frequently,409,Sales,13,4,Medical,1,1,Female,90,2,Research Director,3,Divorced,3337,14674,0,Yes,11,3,3,80,7,1,1,3,6,1,No
28,Travel_Rarely,671,Sales,14,3,Marketing,1,2,Male,70,2,Manufacturing Director,4,Single,2802,7714,7,Yes,12,4,1,80,17,2,3,15,5,1,Yes
42,Travel_Rarely,1109,Research & Development,9,3,Human Resources,1,1,Female,79,3,Laboratory Technician,2,Married,3768,8145,7,Yes,18,3,1,80,22,6,1,4,5,6,Yes
54,Travel_Frequently,1380,Research & Development,21,4,Other,1,1,Male,75,3,Research Scientist,1,Single,5863,17776,6,Yes,21,3,1,80,10,2,4,8,7,1,No
50,Travel_Rarely,912,Research & Development,17,3,Life Sciences,1,1,Female,46,3,Healthcare Representative,2,Married,16328,6717,6,Yes,11,3,3,80,8,2,1,14,4,6,No
32,Travel_Frequently,725,Research & Development,14,3,Human Resources,1,3,Female,87,2,Research Scientist,3,Married,5746,20780,6,Yes,15,3,1,80,17,0,2,3,6,5,No
